brand,model,model_year,engine_volume,engine_type,transmission,fuel_type,ext_col,mileage in miles,damage,price_usd
Porsche,Cayman Base,2014,2.7,H6,automatic,Gasoline,blue,52000,Damage reported,37000
Acura,MDX 3.7L Advance,2011,3.7,V6,automatic,Gasoline,white,137200,None reported,12000
Volkswagen,limited_model,2018,2.0,4Cyl,7-speed auto,Gasoline,white,36000,Damage reported,32000
Kia,Forte GT-Line,2023,2.0,4Cyl,automatic,Gasoline,white,15500,Damage reported,24500
BMW,M8 Competition,2020,4.4,,automatic,Gasoline,grey,10906,None reported,96998
Other,limited_model,2019,2.0,4Cyl,6-speed auto,Gasoline,red,49814,None reported,26545
BMW,i8 Base,2015,1.5,3Cyl,automatic,Hybrid,white,846,None reported,86999
Toyota,Highlander XLE,2021,3.5,V6,8-speed auto,Gasoline,blue,67039,None reported,34645
Mazda,CX-30 Premium Package,2023,2.5,4Cyl,6-speed auto,Gasoline,N/A,2636,None reported,28535
Porsche,Cayenne Platinum Edition,2018,3.6,V6,8-speed auto,Gasoline,white,50166,Damage reported,43550
Other,MKZ Reserve,2017,3.0,V6,6-speed auto,Gasoline,blue,37375,None reported,27500
Tesla,Model 3 Standard Range Plus,2021,0.0,,automatic,,white,21600,None reported,31000
Porsche,limited_model,2019,2.5,4Cyl,7-speed auto,Gasoline,red,9500,Damage reported,69000
Chevrolet,Corvette Base,2005,6.0,V8,automatic,Gasoline,red,143095,None reported,16000
Acura,RSX Type S,2002,2.0,4Cyl,6-speed manual,Gasoline,N/A,80000,Damage reported,8500
Other,Roma Base,2021,3.9,V8,8-speed auto,Gasoline,blue,3000,None reported,275000
Porsche,Cayman S,2007,3.4,H6,6-speed manual,Gasoline,black,5856,None reported,45000
Other,limited_model,2013,6.8,12Cyl,8-speed auto,Gasoline,N/A,2958,None reported,488880
Audi,limited_model,2022,4.0,V8,automatic,Gasoline,red,28927,None reported,74900
Mercedes-Benz,AMG GLS 63 4MATIC,2022,4.0,V8,9-speed auto,Hybrid,black,4102,None reported,144664
Honda,Ridgeline RTL-E,2021,3.5,V6,9-speed auto,Gasoline,white,14442,None reported,38500
Mercedes-Benz,limited_model,2005,5.0,V8,7-speed auto,Gasoline,silver,64000,None reported,12995
Lexus,GX 470 Base,2004,4.7,V8,automatic,Gasoline,white,154000,Damage reported,10000
Lexus,NX 200t Base,2015,2.0,4Cyl,6-speed auto,Gasoline,white,54000,None reported,27000
Dodge,Dakota SLT Quad Cab,2007,3.7,V6,automatic,Gasoline,silver,232492,Damage reported,6000
Other,Ghibli S Q4 GranSport,2020,3.0,V6,8-speed auto,Gasoline,N/A,25721,None reported,52645
Land Rover,Discovery Sport SE R-Dynamic,2020,2.0,,automatic,Gasoline,white,20927,None reported,35998
Other,limited_model,2021,4.0,V8,9-speed auto,Gasoline,N/A,2353,None reported,159500
Audi,limited_model,2022,2.0,4Cyl,8-speed auto,Gasoline,black,9325,None reported,33610
Ford,Explorer XLT,2020,2.3,4Cyl,10-speed auto,Gasoline,grey,61001,Damage reported,28616
Mercedes-Benz,limited_model,2018,4.0,V8,9-speed auto,Gasoline,white,71962,None reported,46900
Subaru,BRZ Premium,2023,2.4,4Cyl,6-speed manual,Gasoline,black,5800,None reported,29990
BMW,640 i,2016,3.0,I6,8-speed auto,Gasoline,black,40080,None reported,28499
Kia,Stinger GT2,2020,3.3,V6,automatic,Gasoline,black,57000,Damage reported,36500
Chevrolet,Bolt EUV Premier,2022,0.0,,automatic,,black,7624,None reported,31985
Subaru,limited_model,2004,2.5,4Cyl,6-speed manual,Gasoline,N/A,122000,Damage reported,9999
Kia,limited_model,2023,2.5,4Cyl,8-speed auto,Gasoline,N/A,459,None reported,36998
BMW,M4 Base,2016,3.0,I6,7-speed auto,Gasoline,black,62500,Damage reported,40500
Hyundai,Equus Signature,2013,5.0,V8,8-speed auto,Gasoline,silver,72000,None reported,17500
Mercedes-Benz,limited_model,2020,3.0,I6,9-speed auto,Gasoline,black,8375,None reported,69900
BMW,M550 i xDrive,2020,4.4,V8,automatic,Gasoline,blue,40000,None reported,53000
Subaru,limited_model,2014,2.5,4Cyl,6-speed manual,Gasoline,grey,77000,Damage reported,30000
Mercedes-Benz,AMG G 63 Base,2019,4.0,,automatic,Gasoline,black,19593,None reported,159998
Mazda,limited_model,2020,2.5,4Cyl,6-speed auto,Gasoline,blue,35902,None reported,22966
Hyundai,Veloster Base,2013,1.6,4Cyl,automatic,Gasoline,black,800,None reported,9800
Other,limited_model,2023,4.0,V8,8-speed auto,Gasoline,black,2600,None reported,239995
Land Rover,Defender X-Dynamic SE,2023,3.0,,automatic,Hybrid,grey,6204,None reported,79998
Kia,Telluride SX,2020,3.8,V6,8-speed auto,Gasoline,black,69185,None reported,37405
Other,GranTurismo Sport,2015,4.7,V8,6-speed auto,Gasoline,black,45000,None reported,41900
BMW,540 i xDrive,2020,2.0,,automatic,Gasoline,white,37426,None reported,39998
INFINITI,limited_model,2011,5.6,V8,automatic,Gasoline,grey,137000,Damage reported,8500
Mazda,limited_model,2016,,,automatic,Gasoline,black,85000,Damage reported,18500
Chevrolet,Corvette Stingray w/1LT,2023,6.2,V8,8-speed auto,Gasoline,black,4000,Damage reported,73900
Audi,Q5 S line Premium Plus,2023,2.0,,automatic,Hybrid,black,4648,None reported,47598
Lexus,GX 460 Base,2018,4.6,V8,6-speed auto,Gasoline,white,52100,None reported,38000
BMW,X1 sDrive28i,2014,2.0,4Cyl,automatic,Gasoline,N/A,50100,None reported,10795
Other,Romeo Stelvio Ti,2020,2.0,4Cyl,8-speed auto,Gasoline,white,41000,None reported,32400
RAM,1500 Big Horn,2021,5.7,V8,8-speed auto,Gasoline,black,70968,None reported,34000
BMW,M4 Base,2015,3.0,I6,automatic,Gasoline,white,26600,None reported,53000
Tesla,Model X Long Range,2022,0.0,,automatic,,red,15443,None reported,84500
Other,limited_model,2018,2.0,4Cyl,8-speed auto,Gasoline,white,95000,None reported,18000
Subaru,limited_model,2005,2.5,4Cyl,6-speed manual,Gasoline,black,94000,None reported,19500
BMW,X6 xDrive40i,2020,3.0,,automatic,Gasoline,blue,45076,None reported,57998
Cadillac,CTS 2.0L Turbo Luxury,2014,2.0,4Cyl,automatic,Gasoline,N/A,110000,None reported,11000
Land Rover,limited_model,2016,2.0,4Cyl,9-speed auto,Gasoline,silver,49083,None reported,21590
Other,G90 5.0 Ultimate,2017,5.0,V8,automatic,Gasoline,silver,63500,None reported,27500
Mercedes-Benz,CLK-Class CLK 350,2009,3.5,V6,automatic,Gasoline,black,21500,Damage reported,18000
Land Rover,Range Rover Autobiography,2023,4.4,,automatic,Gasoline,black,324,None reported,199998
Kia,Optima EX,2019,1.6,4Cyl,automatic,Gasoline,black,68166,None reported,20818
Toyota,Highlander SE,2018,3.5,V6,8-speed auto,Gasoline,black,53607,Damage reported,31853
Mercedes-Benz,limited_model,2019,3.0,V6,automatic,Diesel,grey,16813,,45900
BMW,X1 xDrive28i,2020,2.0,4Cyl,automatic,Gasoline,white,18200,Damage reported,29500
Audi,R8 5.2,2015,5.2,V10,automatic,Gasoline,white,51000,Damage reported,102000
Audi,limited_model,2018,2.0,4Cyl,automatic,Gasoline,blue,16400,None reported,42800
Toyota,Tundra Hybrid TRD Pro,2022,3.4,V6,10-speed auto,Hybrid,N/A,7000,None reported,75500
Audi,SQ5 3.0T Premium Plus,2022,3.0,V6,automatic,Gasoline,white,8497,None reported,52900
Audi,A6 2.0T Premium Plus,2016,2.0,4Cyl,automatic,Gasoline,white,68000,Damage reported,20000
Other,Huracan EVO Base,2022,5.2,V10,6-speed manual,Gasoline,N/A,2523,None reported,288900
BMW,limited_model,2007,3.0,I6,6-speed auto,Gasoline,black,83000,None reported,8995
Audi,SQ5 3.0T Prestige,2018,3.0,V6,8-speed auto,Gasoline,grey,25000,None reported,50000
Cadillac,Escalade Sport Platinum,2021,3.0,I6,10-speed auto,Diesel,red,15689,None reported,97952
BMW,M235 i,2014,3.0,I6,6-speed manual,Gasoline,blue,125450,None reported,17200
Kia,Telluride SX,2023,3.8,V6,8-speed auto,Gasoline,black,9822,None reported,50998
Chevrolet,Express 3500 Base,2008,6.0,V8,automatic,Gasoline,white,144000,None reported,22000
GMC,Acadia SLE,2020,2.5,4Cyl,9-speed auto,Gasoline,white,30900,None reported,27654
BMW,X3 xDrive30i,2021,2.0,,automatic,Gasoline,blue,2492,None reported,41598
Audi,TT 2.0T,2015,2.0,4Cyl,automatic,Gasoline,black,126760,Damage reported,14000
Subaru,limited_model,2017,3.6,H6,automatic,Gasoline,N/A,100680,None reported,20500
Other,limited_model,2001,2.4,4Cyl,automatic,Gasoline,red,90400,None reported,4495
Hyundai,Santa Fe SEL,2022,2.5,4Cyl,8-speed auto,Gasoline,white,26895,,29800
BMW,M5 Base,2018,4.4,V8,8-speed auto,Gasoline,silver,20500,None reported,67000
Dodge,Ram 1500 ST,2011,5.7,V8,automatic,Gasoline,black,134000,Damage reported,10500
Ford,limited_model,2015,2.0,4Cyl,automatic,Hybrid,blue,84352,Damage reported,10000
Toyota,Tundra Hybrid TRD Pro,2022,3.4,V6,10-speed auto,Hybrid,N/A,19000,None reported,71000
Land Rover,Range Rover Evoque Pure,2015,2.0,4Cyl,9-speed auto,Gasoline,white,115550,None reported,17500
Other,Navigator Base,2009,5.4,V8,6-speed auto,E85 Flex Fuel,white,191775,Damage reported,9750
Ford,Mustang Mach-E Select,2023,0.0,,automatic,,red,923,None reported,46998
Mercedes-Benz,Sprinter 3500 High Roof,2017,3.0,V6,automatic,Diesel,black,124630,None reported,75000
Mercedes-Benz,AMG E 63 S 4MATIC,2019,4.0,V8,9-speed auto,Gasoline,white,17000,None reported,95000
BMW,limited_model,2018,3.0,I6,automatic,Gasoline,black,73500,None reported,32000
Acura,limited_model,1998,1.8,4Cyl,automatic,Gasoline,red,120000,Damage reported,5500
Audi,Q7 55 Prestige,2019,3.0,V6,8-speed auto,Gasoline,N/A,73837,None reported,36340
BMW,M6 Base,2014,4.4,V8,automatic,Gasoline,silver,29500,None reported,40999
Volkswagen,limited_model,2021,2.0,,automatic,Gasoline,white,13613,None reported,29798
Lexus,LX 600 F SPORT,2023,3.4,V6,10-speed auto,Gasoline,black,1185,None reported,120990
INFINITI,limited_model,2015,3.7,V6,automatic,Gasoline,silver,143250,None reported,11500
BMW,limited_model,2006,3.0,I6,automatic,Gasoline,N/A,46508,Damage reported,11500
BMW,M6 Base,2015,4.4,V8,automatic,Gasoline,red,18651,None reported,59549
BMW,X3 M40i,2019,3.0,,automatic,Gasoline,white,36438,None reported,39998
Kia,Sorento LX,2014,2.4,4Cyl,6-speed auto,Gasoline,white,46628,None reported,15363
Other,R1S Adventure Package,2023,0.0,,automatic,,grey,5700,None reported,95000
BMW,Z4 sDrive28i,2015,2.0,4Cyl,6-speed manual,Gasoline,black,57550,None reported,29995
Cadillac,CTS-V Base,2017,6.2,V8,automatic,Gasoline,black,48600,None reported,60999
Ford,Transit Connect XL,2020,2.5,4Cyl,automatic,Gasoline,white,119000,None reported,18000
Land Rover,Range Rover Velar SVAutobiography Dynamic Edition,2020,5.0,V8,automatic,Gasoline,white,36500,None reported,72000
Lexus,IS 250 Base,2010,2.5,V6,6-speed auto,Gasoline,black,121250,Damage reported,13250
BMW,X7 xDrive40i,2023,3.0,I6,automatic,Hybrid,grey,2437,None reported,78350
Other,XC90 T6 Momentum,2018,2.0,4Cyl,automatic,Gasoline,grey,110380,Damage reported,22000
Hyundai,Tucson Limited,2008,2.7,V6,automatic,Gasoline,black,149000,None reported,3850
Dodge,Durango GT,2021,3.6,V6,8-speed auto,Gasoline,black,14684,None reported,37995
Mercedes-Benz,AMG C 43 Base 4MATIC,2017,3.0,V6,9-speed auto,Gasoline,white,39000,Damage reported,39000
GMC,Yukon XL SLT,2019,5.3,V8,automatic,Gasoline,white,65212,None reported,42995
Audi,limited_model,2020,4.0,V8,automatic,Gasoline,grey,41856,None reported,91500
Other,R1S Adventure Package,2023,0.0,,automatic,,red,655,None reported,94500
Toyota,limited_model,2019,2.5,4Cyl,automatic,Hybrid,grey,54000,None reported,33000
Other,limited_model,2019,2.9,V6,8-speed auto,Gasoline,grey,26500,None reported,53900
Land Rover,Range Rover Evoque SE,2020,2.0,,automatic,Gasoline,red,38356,None reported,36598
Other,Romeo Stelvio Ti Sport,2020,2.0,4Cyl,8-speed auto,Gasoline,blue,21487,None reported,35345
Cadillac,Escalade EXT Base,2007,6.2,V8,6-speed auto,Gasoline,black,99000,None reported,22999
Ford,F-250 Lariat,2019,6.2,V8,6-speed auto,E85 Flex Fuel,black,35597,None reported,47756
Nissan,350Z Enthusiast,2005,3.5,V6,automatic,Gasoline,blue,130307,None reported,9950
Subaru,limited_model,2010,2.5,4Cyl,automatic,Gasoline,blue,178000,None reported,7600
Honda,Civic LX,2003,1.7,4Cyl,automatic,Gasoline,white,160265,Damage reported,3000
Other,570S Spider,2020,3.8,V8,automatic,Gasoline,black,8700,None reported,185000
Other,Ghibli S Q4,2016,3.0,V6,automatic,Gasoline,grey,1000,None reported,36000
Jeep,limited_model,2022,5.7,5Cyl,8-speed auto,Gasoline,N/A,29800,None reported,58900
Other,Ghibli S Q4,2017,3.0,V6,automatic,Gasoline,white,49750,None reported,27995
Lexus,limited_model,2002,3.0,V6,automatic,Gasoline,silver,121000,None reported,6348
Other,limited_model,2005,4.6,V8,automatic,Gasoline,black,140000,None reported,2000
Ford,Transit Connect XL,2018,2.5,4Cyl,6-speed auto,E85 Flex Fuel,red,66770,,21500
Cadillac,SRX Luxury Collection,2016,3.6,,automatic,Gasoline,red,61549,Damage reported,19998
Other,limited_model,2016,3.5,V6,automatic,Gasoline,silver,38100,None reported,21000
Toyota,limited_model,2010,1.5,4Cyl,6-speed manual,Gasoline,red,138071,None reported,5000
Mercedes-Benz,AMG E 63 S 4MATIC,2019,4.0,V8,automatic,Gasoline,black,40000,Damage reported,72000
Mercedes-Benz,limited_model,2022,3.0,,automatic,Hybrid,white,41545,None reported,71998
Mercedes-Benz,G-Class G 550 4MATIC,2019,4.0,V8,automatic,Gasoline,white,47850,Damage reported,127899
Hyundai,limited_model,2014,1.6,4Cyl,6-speed manual,Gasoline,blue,128000,None reported,11000
Toyota,4Runner Limited,2019,4.0,V6,automatic,Gasoline,black,48156,None reported,40368
Mercedes-Benz,S-Class S 580 4MATIC,2021,4.0,V8,9-speed auto,Hybrid,black,4700,None reported,99900
Audi,RS 7 4.0T Performance Prestige,2017,4.0,V8,8-speed auto,Gasoline,white,39071,None reported,67900
Mazda,MX-5 Miata Base,1999,1.8,4Cyl,6-speed manual,Gasoline,N/A,96680,Damage reported,12900
Mercedes-Benz,limited_model,2017,3.0,V6,9-speed auto,Gasoline,white,53500,Damage reported,33999
Chevrolet,Corvette Z06,2007,7.0,V8,6-speed manual,Gasoline,N/A,11025,None reported,47500
Ford,F-250 King Ranch,2021,6.7,V8,10-speed auto,Diesel,white,44000,Damage reported,73000
Volkswagen,limited_model,2022,2.0,4Cyl,automatic,Gasoline,blue,11000,None reported,27900
BMW,limited_model,2012,4.4,V8,6-speed auto,Gasoline,black,103000,None reported,16000
BMW,M3 CS,2024,3.0,I6,automatic,Gasoline,black,456,None reported,128995
Lexus,GX 460 Base,2018,4.6,V8,6-speed auto,Gasoline,red,64000,None reported,37300
Audi,limited_model,2017,3.0,V6,8-speed auto,Gasoline,grey,108000,None reported,25999
Other,Romeo Stelvio Ti Sport,2018,2.0,4Cyl,automatic,Gasoline,white,37045,Damage reported,26600
Land Rover,limited_model,2023,3.0,,automatic,Hybrid,black,5433,None reported,95998
BMW,750 i xDrive,2019,4.4,,automatic,Gasoline,black,28744,None reported,50998
BMW,M3 Base,2015,3.0,I6,automatic,Gasoline,white,65800,None reported,44950
Other,Ghost Base,2021,6.7,12Cyl,automatic,Gasoline,white,850,None reported,314900
Audi,e-tron Prestige,2019,0.0,,automatic,,blue,33012,None reported,38000
Lexus,IS 250 Base,2011,2.5,V6,6-speed auto,Gasoline,grey,107818,Damage reported,11400
Land Rover,Range Rover Evoque SE Premium,2016,2.0,4Cyl,9-speed auto,Gasoline,white,79500,None reported,19000
Other,limited_model,2015,3.9,V8,7-speed auto,Gasoline,red,20000,Damage reported,124990
Lexus,LC 500 Base,2018,5.0,V8,10-speed auto,Gasoline,black,37000,None reported,63997
Kia,limited_model,2022,0.0,,automatic,,N/A,11945,None reported,38998
GMC,Sierra 1500 SLE Crew Cab,2005,5.3,V8,automatic,Gasoline,silver,131800,Damage reported,5800
Lexus,ES 350 Base,2008,3.5,V6,automatic,Gasoline,red,146000,None reported,8995
Nissan,limited_model,2010,3.7,V6,6-speed manual,Gasoline,silver,29000,None reported,29000
Dodge,limited_model,2004,5.7,V8,automatic,Gasoline,black,141209,None reported,5700
Ford,Expedition Limited,2016,3.5,V6,automatic,Gasoline,white,85253,None reported,19995
INFINITI,QX70 Base,2015,3.7,V6,automatic,Gasoline,grey,87009,None reported,17800
BMW,X5 M Base,2023,4.4,V8,8-speed auto,Gasoline,white,4348,None reported,105900
Other,limited_model,2016,3.5,V6,automatic,Gasoline,red,158000,None reported,19780
Other,limited_model,2020,2.0,4Cyl,8-speed auto,Gasoline,white,10500,None reported,36000
Audi,A7 3.0T Premium Plus,2018,3.0,V6,automatic,Gasoline,silver,45843,None reported,37000
Ford,Bronco Sport Outer Banks,2021,1.5,3Cyl,8-speed auto,Gasoline,blue,15198,None reported,31621
Volkswagen,Eurovan MV,2001,2.8,V6,automatic,Gasoline,silver,220000,None reported,5500
Other,F-TYPE R,2017,5.0,V8,automatic,Gasoline,black,58000,None reported,51500
Land Rover,limited_model,2020,2.0,,automatic,Hybrid,silver,30424,None reported,44998
RAM,1500 Laramie,2021,5.7,V8,8-speed auto,Gasoline,red,38012,None reported,45277
Other,R1S Adventure Package,2023,0.0,,automatic,,grey,2500,None reported,91000
BMW,M760 i xDrive,2021,6.6,12Cyl,8-speed auto,Gasoline,black,11078,None reported,91900
Lexus,LX 570 Three-Row,2018,5.7,V8,automatic,Gasoline,white,50000,None reported,65000
Land Rover,Range Rover Velar P250 SE R-Dynamic,2019,2.0,4Cyl,automatic,Gasoline,white,58000,None reported,38000
Acura,MDX w/Technology Package,2023,3.5,,automatic,Gasoline,white,3415,None reported,54998
Lexus,LC 500 Base,2018,5.0,V8,automatic,Gasoline,black,61000,None reported,65000
Audi,SQ5 3.0T Prestige,2019,3.0,V6,automatic,Gasoline,grey,48500,Damage reported,43500
Land Rover,Range Rover Velar P250 SE R-Dynamic,2018,2.0,4Cyl,automatic,Gasoline,silver,65680,Damage reported,34900
RAM,1500 Limited,2020,5.7,V8,8-speed auto,Gasoline,white,44362,None reported,50658
Audi,S4 3.0T Premium,2019,3.0,V6,8-speed auto,Gasoline,black,18603,None reported,42900
Audi,limited_model,2020,4.0,,automatic,Hybrid,black,35999,None reported,59598
Cadillac,Escalade ESV Sport,2021,6.2,V8,automatic,Gasoline,black,8044,None reported,93000
Mercedes-Benz,limited_model,2016,4.0,V8,7-speed auto,Gasoline,red,9738,None reported,85500
BMW,M3 Base,2009,4.0,V8,automatic,Gasoline,grey,112000,Damage reported,28000
Honda,Accord EX-L,2009,2.4,4Cyl,automatic,Gasoline,silver,167300,None reported,6250
Other,Cullinan,2022,6.7,12Cyl,8-speed auto,Gasoline,N/A,115,None reported,449995
Cadillac,Escalade Premium,2015,6.2,V8,6-speed auto,Gasoline,black,71000,Damage reported,35999
Acura,limited_model,2020,2.0,4Cyl,10-speed auto,Gasoline,silver,31015,None reported,36570
BMW,X2 xDrive28i,2022,2.0,4Cyl,automatic,Gasoline,N/A,33000,None reported,29999
Other,Pacifica Touring,2017,,,9-speed auto,Gasoline,white,63000,None reported,20000
Other,limited_model,2013,2.4,4Cyl,automatic,E85 Flex Fuel,silver,68325,None reported,11995
Mercedes-Benz,AMG S 63 Base 4MATIC,2020,4.0,V8,9-speed auto,Gasoline,black,20937,None reported,104900
RAM,2500 Tradesman,2021,6.4,V8,8-speed auto,Gasoline,grey,34365,Damage reported,48000
Mercedes-Benz,Metris Base,2018,2.0,4Cyl,automatic,Gasoline,black,32000,None reported,44900
Land Rover,Range Rover Evoque S,2020,2.0,,automatic,Gasoline,grey,40237,None reported,36998
Other,XC90 T6 Inscription,2020,2.0,4Cyl,automatic,Gasoline,black,22500,None reported,50000
Ford,limited_model,2020,3.5,V6,10-speed auto,Gasoline,black,58700,Damage reported,48999
Toyota,Highlander Hybrid Limited,2006,3.3,V6,automatic,Hybrid,N/A,264893,Damage reported,5000
Toyota,Tundra SR5 Access Cab,2005,4.7,V8,automatic,Gasoline,blue,209500,None reported,8500
Ford,Transit-350 Base,2023,3.5,V6,10-speed auto,Gasoline,blue,195,None reported,87500
Chevrolet,limited_model,2016,6.6,V8,6-speed auto,Diesel,white,120000,None reported,19500
Chevrolet,Bolt EUV Premier,2022,0.0,,automatic,,black,14676,None reported,33000
Jeep,Wrangler Unlimited 4xe Sahara,2021,2.0,4Cyl,8-speed auto,Hybrid,white,33704,None reported,42998
BMW,X7 xDrive40i,2023,3.0,I6,8-speed auto,Hybrid,black,2950,None reported,87000
Mercedes-Benz,AMG GT 53 Base,2021,3.0,I6,9-speed auto,Gasoline,N/A,17994,None reported,87500
Toyota,Tundra Limited,2020,5.7,V8,6-speed auto,Gasoline,grey,44101,None reported,45423
BMW,X1 xDrive28i,2021,2.0,4Cyl,automatic,Gasoline,grey,25918,None reported,32000
BMW,135 i,2008,3.0,I6,automatic,Gasoline,white,87000,None reported,15300
Mazda,limited_model,2018,2.5,4Cyl,automatic,Gasoline,blue,28333,None reported,20500
Audi,A7 3.0T Premium Plus,2018,3.0,V6,automatic,Gasoline,white,29294,None reported,39999
Other,Sky Red Line,2008,2.0,4Cyl,automatic,Gasoline,blue,37000,None reported,14995
BMW,limited_model,2005,2.5,I6,automatic,Gasoline,white,138000,None reported,9950
Other,limited_model,2020,2.0,4Cyl,8-speed auto,Hybrid,blue,44487,None reported,65000
Acura,TLX A-Spec,2021,2.0,4Cyl,10-speed auto,Gasoline,red,16878,None reported,38781
Acura,MDX w/Technology Package,2022,3.5,V6,automatic,Gasoline,black,30177,None reported,46598
Chevrolet,limited_model,2021,6.2,V8,10-speed auto,Gasoline,black,53000,Damage reported,67100
Tesla,Model Y Long Range,2021,0.0,,automatic,,white,61308,None reported,42000
Mercedes-Benz,GLK-Class GLK 350,2013,3.5,V6,automatic,Gasoline,silver,99200,,11495
