brand,model,model_year,engine_volume,engine_type,transmission,fuel_type,ext_col,mileage in miles,damage,price_usd
Land Rover,limited_model,2020,3.0,I6,8-speed auto,Hybrid,N/A,29700,,68000
Jeep,Grand Cherokee Laredo,2011,5.7,V8,automatic,Gasoline,white,98658,None reported,14995
Other,limited_model,2009,3.0,I6,6-speed auto,Gasoline,black,97615,None reported,10500
Porsche,Cayenne S,2014,4.8,V8,8-speed auto,Gasoline,black,36000,None reported,37000
Mazda,CX-30 Select,2021,2.5,4Cyl,6-speed auto,Gasoline,black,61874,None reported,22389
Other,Town & Country Touring,2012,3.6,V6,6-speed auto,E85 Flex Fuel,black,74582,None reported,8500
INFINITI,limited_model,2013,3.7,V6,automatic,Gasoline,grey,51500,None reported,23900
Toyota,FJ Cruiser Base,2007,4.0,V6,automatic,Gasoline,silver,193827,None reported,14950
Chevrolet,Silverado 1500 LT,2019,5.3,V8,automatic,Gasoline,blue,53433,None reported,36950
Mercedes-Benz,C-Class C 63 AMG,2012,6.3,V8,7-speed auto,Gasoline,silver,103000,Damage reported,40000
BMW,limited_model,2016,2.0,4Cyl,automatic,Gasoline,black,59000,Damage reported,20999
Lexus,GX 460 Premium,2017,4.6,V8,automatic,Gasoline,grey,82000,None reported,32900
Porsche,Panamera Edition,2016,3.6,V6,automatic,Gasoline,grey,60000,None reported,45000
Cadillac,Escalade ESV Platinum,2017,6.2,V8,automatic,Gasoline,white,93971,None reported,47000
Lexus,IS 350 Base,2015,3.5,V6,automatic,Gasoline,grey,62600,None reported,27500
Mercedes-Benz,E-Class E 350 4MATIC,2014,3.5,V6,7-speed auto,Gasoline,grey,84450,None reported,19000
Audi,Q5 S line Premium,2022,2.0,,automatic,Hybrid,grey,18099,None reported,40798
Mercedes-Benz,E-Class E 350 4MATIC,2014,3.5,V6,7-speed auto,Gasoline,silver,76500,None reported,17999
Chevrolet,Camaro 1LT,2017,2.0,4Cyl,automatic,Gasoline,N/A,74000,None reported,19800
RAM,1500 Laramie,2022,5.7,V8,8-speed auto,Gasoline,silver,15607,None reported,45999
Chevrolet,limited_model,2014,5.3,V8,6-speed auto,E85 Flex Fuel,white,111095,Damage reported,26000
Toyota,Camry Solara SLE,2007,3.3,V6,automatic,Gasoline,red,37216,Damage reported,14995
Other,F-TYPE S,2015,3.0,V6,8-speed auto,Gasoline,blue,25786,None reported,38500
Jeep,Gladiator Sport,2021,3.6,V6,8-speed auto,Gasoline,grey,15520,None reported,40459
RAM,1500 Big Horn,2021,5.7,V8,8-speed auto,Gasoline,silver,49583,None reported,42816
Porsche,Cayenne Diesel,2015,3.0,V6,8-speed auto,Diesel,black,97300,None reported,29995
Chevrolet,Camaro Base,2002,3.8,V6,automatic,Gasoline,silver,89000,None reported,10400
Porsche,Cayenne S,2015,3.6,V6,8-speed auto,Gasoline,black,52111,Damage reported,37500
Dodge,Challenger R/T Scat Pack,2019,6.4,,automatic,Gasoline,grey,75800,None reported,35998
Lexus,ES 350 Base,2010,3.5,V6,automatic,Gasoline,red,113500,Damage reported,11000
Audi,limited_model,2015,2.0,4Cyl,automatic,Gasoline,N/A,155382,Damage reported,13500
Mercedes-Benz,E-Class E 550,2016,4.7,V8,7-speed auto,Gasoline,white,49643,Damage reported,33995
BMW,limited_model,2015,4.4,V8,automatic,Gasoline,white,76474,None reported,32000
Porsche,Cayman Base,2016,2.7,H6,7-speed auto,Gasoline,red,10431,None reported,50999
INFINITI,FX50 Base,2009,5.0,V8,7-speed auto,Gasoline,grey,190120,Damage reported,12500
Ford,F-150 XLT,2020,3.5,V6,10-speed auto,Gasoline,grey,92000,None reported,29999
Chevrolet,Camaro 2LT,2017,3.6,V6,6-speed manual,Gasoline,N/A,24000,None reported,32000
RAM,1500 Big Horn,2020,5.7,V8,8-speed auto,Gasoline,N/A,25396,None reported,43250
Chevrolet,limited_model,2001,6.0,V8,automatic,Gasoline,white,167000,Damage reported,6500
RAM,1500 Laramie,2022,5.7,V8,automatic,Gasoline,black,18645,None reported,49700
Porsche,911 Turbo,2018,3.8,H6,automatic,Gasoline,white,28470,Damage reported,147500
Ford,Mustang V6,2016,3.7,V6,6-speed auto,Gasoline,white,54000,None reported,23999
Hyundai,limited_model,2003,1.6,4Cyl,6-speed manual,Gasoline,blue,83000,None reported,2900
Audi,Q5 S line Premium Plus,2022,2.0,,automatic,Hybrid,black,10071,None reported,40598
Ford,F-150 XLT,2021,3.5,V6,10-speed auto,Gasoline,grey,43329,None reported,43642
Lexus,RC F Base,2015,5.0,V8,8-speed auto,Gasoline,silver,51400,None reported,43000
Chevrolet,Suburban 1500 LT,2015,5.3,V8,6-speed auto,E85 Flex Fuel,silver,153800,Damage reported,23000
Land Rover,limited_model,2022,5.0,V8,automatic,Gasoline,N/A,9000,None reported,115000
Dodge,limited_model,2003,8.3,V10,6-speed manual,Gasoline,silver,10800,None reported,65499
RAM,1500 Laramie,2020,5.7,V8,8-speed auto,Gasoline,red,10458,None reported,48815
BMW,328 i,2014,2.0,4Cyl,8-speed auto,Gasoline,silver,84709,None reported,13800
Mercedes-Benz,AMG C 43 AMG C 43 4MATIC,2019,3.0,V6,9-speed auto,Gasoline,red,33500,None reported,45770
BMW,M4 Base,2015,3.0,I6,automatic,Gasoline,black,98000,None reported,32999
BMW,750 i,2008,4.8,V8,automatic,Gasoline,N/A,94653,Damage reported,7300
Ford,Expedition Limited,2023,3.5,V6,automatic,Gasoline,black,9281,None reported,85000
Chevrolet,Traverse Premier,2023,3.6,V6,9-speed auto,Gasoline,white,11806,None reported,47000
Mercedes-Benz,limited_model,1993,,,automatic,Gasoline,grey,70015,None reported,22500
Cadillac,Escalade Platinum,2020,6.2,V8,automatic,Gasoline,black,48613,Damage reported,61500
RAM,3500 Tradesman,2023,6.7,I6,automatic,Diesel,white,2990,Damage reported,69900
Audi,limited_model,2005,1.8,4Cyl,automatic,Gasoline,silver,124747,None reported,6900
RAM,1500 Big Horn,2021,5.7,V8,automatic,Hybrid,silver,24000,None reported,42000
Mazda,limited_model,2009,2.3,4Cyl,6-speed auto,Gasoline,grey,113000,None reported,5499
INFINITI,QX60 Base,2017,3.5,V6,automatic,Gasoline,white,89106,None reported,18000
Ford,F-250 Platinum,2017,6.2,V8,6-speed auto,E85 Flex Fuel,N/A,22000,Damage reported,53000
Jeep,Compass Limited,2022,2.4,4Cyl,9-speed auto,Gasoline,red,20472,None reported,28298
INFINITI,QX80 SENSORY,2023,5.6,V8,7-speed auto,Gasoline,black,8600,,78990
Chevrolet,limited_model,2022,5.3,V8,10-speed auto,Gasoline,white,4753,None reported,57000
Hyundai,limited_model,2010,2.0,4Cyl,automatic,Gasoline,grey,65000,,8900
Chevrolet,Camaro 1SS,2021,6.2,V8,6-speed manual,Gasoline,blue,15000,None reported,43500
Chevrolet,limited_model,1997,6.5,V8,automatic,Diesel,N/A,229000,Damage reported,19500
Audi,limited_model,2014,3.0,V6,8-speed auto,Diesel,silver,42400,None reported,26500
Land Rover,Defender S,2023,2.0,4Cyl,8-speed auto,Gasoline,white,15840,None reported,69900
Porsche,Cayenne S,2016,3.6,V6,automatic,Gasoline,grey,76200,None reported,42000
Chevrolet,Suburban Premier,2019,5.3,V8,6-speed auto,Gasoline,black,105667,None reported,39000
Chevrolet,Suburban Premier,2019,5.3,V8,6-speed auto,Gasoline,white,51338,None reported,49900
Dodge,Dart SE,2016,2.0,4Cyl,6-speed manual,Gasoline,black,76857,Damage reported,8100
Ford,F-250 Lariat,2019,6.2,V8,automatic,E85 Flex Fuel,white,80200,None reported,42500
Toyota,Sequoia SR5,2002,4.7,V8,automatic,Gasoline,white,244200,Damage reported,3950
Ford,Mustang GT,2014,5.0,V8,6-speed manual,Gasoline,black,38560,Damage reported,28500
Chevrolet,Corvette Stingray w/2LT,2020,6.2,V8,automatic,Gasoline,N/A,12500,None reported,84999
Hyundai,Genesis Coupe 3.8 Base,2016,3.8,V6,8-speed auto,Gasoline,white,45303,None reported,20999
Ford,Focus ST Base,2014,2.0,4Cyl,6-speed manual,Gasoline,silver,110000,None reported,9495
Cadillac,CTS Luxury,2011,3.0,V6,6-speed auto,Gasoline,black,66200,None reported,16499
Subaru,limited_model,2003,2.5,4Cyl,6-speed manual,Gasoline,red,71000,None reported,14900
Toyota,Highlander XLE,2019,3.5,V6,8-speed auto,Gasoline,black,81301,None reported,30275
Chevrolet,limited_model,2019,6.2,V8,8-speed auto,Gasoline,white,7033,None reported,63900
Dodge,Durango SRT,2020,6.4,V8,8-speed auto,Gasoline,grey,36000,None reported,62000
Acura,limited_model,2010,2.4,4Cyl,6-speed manual,Gasoline,silver,116000,Damage reported,9000
Chevrolet,Camaro 2SS,2018,6.2,V8,automatic,Gasoline,black,42780,Damage reported,41100
BMW,limited_model,2014,3.0,I6,automatic,Gasoline,black,39886,Damage reported,26000
Audi,S5 3.0T Premium Plus,2014,3.0,V6,automatic,Gasoline,grey,151400,None reported,15400
Other,Romeo Giulia Base,2017,2.0,4Cyl,automatic,Gasoline,red,48000,None reported,20500
Toyota,Highlander XLE,2023,2.4,4Cyl,8-speed auto,Gasoline,N/A,8727,None reported,44596
Other,Ghost Base,2011,6.6,12Cyl,8-speed auto,Gasoline,black,79000,Damage reported,80300
Dodge,Challenger R/T,2020,5.7,V8,8-speed auto,Gasoline,grey,54000,None reported,34000
Porsche,Cayenne Base,2016,3.6,V6,automatic,Gasoline,white,110000,Damage reported,25900
Chevrolet,Bolt EV LT,2020,0.0,,automatic,,blue,49688,None reported,24900
Mercedes-Benz,Metris Base,2020,2.0,4Cyl,7-speed auto,Gasoline,black,14000,None reported,48000
Dodge,limited_model,2023,6.2,V8,automatic,Gasoline,grey,5000,None reported,110000
Chevrolet,Silverado 1500 ZR2,2022,6.2,V8,automatic,Gasoline,silver,11597,None reported,68590
Mercedes-Benz,AMG S 63 Base 4MATIC,2017,5.5,V8,automatic,Gasoline,grey,86101,Damage reported,72777
Chevrolet,Silverado 1500 LT,2017,5.3,V8,automatic,Gasoline,black,58816,None reported,36590
Lexus,RC 350 Base,2016,3.5,V6,6-speed auto,Gasoline,silver,77856,None reported,30919
Other,Urus Base,2021,4.0,V8,8-speed auto,Gasoline,N/A,20069,None reported,229900
GMC,limited_model,2015,3.6,V6,6-speed auto,Gasoline,red,115282,Damage reported,12433
Porsche,911 GT3,2016,3.8,H6,7-speed auto,Gasoline,white,30700,None reported,138999
Other,Cooper Base,2003,1.6,4Cyl,6-speed manual,Gasoline,red,103726,Damage reported,5995
Mazda,MX-5 Miata Sport,2008,2.0,4Cyl,automatic,Gasoline,blue,39800,None reported,13250
Toyota,limited_model,2019,4.0,V6,automatic,Gasoline,white,79500,None reported,33333
Toyota,Highlander Limited,2008,3.5,V6,automatic,Gasoline,grey,165520,Damage reported,9000
BMW,limited_model,2014,4.4,V8,automatic,Gasoline,black,92000,Damage reported,24000
Hyundai,limited_model,2023,3.8,V6,automatic,Gasoline,N/A,1500,None reported,55000
Other,Solstice GXP,2008,2.0,4Cyl,6-speed manual,Gasoline,N/A,38100,None reported,19950
Land Rover,Range Rover Evoque SE Premium,2018,2.0,4Cyl,automatic,Gasoline,white,42125,None reported,38999
Porsche,Cayenne Diesel,2014,3.0,V6,automatic,Diesel,silver,86818,None reported,33500
BMW,limited_model,2023,3.0,I6,8-speed auto,Gasoline,grey,3490,None reported,95580
Toyota,Avalon Limited,2008,3.5,V6,automatic,Gasoline,N/A,111300,None reported,7900
BMW,M3 Base,2011,4.0,V8,7-speed auto,Gasoline,white,98200,None reported,27000
Porsche,Panamera Base,2018,3.0,V6,8-speed auto,Gasoline,black,42500,Damage reported,53999
Jeep,Wrangler Sport,2001,4.0,I6,6-speed manual,Gasoline,white,171000,Damage reported,15000
Honda,limited_model,2023,3.5,V6,9-speed auto,Gasoline,black,11649,,39999
Mercedes-Benz,SL-Class SL 550,2013,4.6,V8,automatic,Gasoline,silver,24933,Damage reported,40250
Audi,limited_model,2007,4.2,V8,6-speed manual,Gasoline,grey,99769,None reported,29995
Toyota,Avalon Limited,2022,3.5,V6,8-speed auto,Gasoline,blue,16156,None reported,39390
Mercedes-Benz,E-Class E 350 4MATIC,2008,3.5,V6,automatic,Gasoline,white,67250,None reported,11900
GMC,Yukon Denali,2021,6.2,V8,automatic,Gasoline,blue,30022,Damage reported,74500
Porsche,Panamera 4S,2017,2.9,V6,automatic,Gasoline,black,42596,None reported,78000
Ford,Explorer XLT,2021,2.3,4Cyl,10-speed auto,Gasoline,white,33705,Damage reported,36995
Land Rover,LR4 HSE LUX Landmark Edition,2016,3.0,V6,8-speed auto,Gasoline,white,63300,None reported,31000
Acura,TLX Type S w/Performance Tire,2023,3.0,V6,10-speed auto,Gasoline,red,4700,None reported,52000
Toyota,Tacoma Base,2020,3.5,,6-speed auto,Gasoline,black,27256,None reported,42998
Other,H3 Base,2010,3.7,5Cyl,automatic,Gasoline,white,107481,None reported,13500
Tesla,Model 3 Long Range,2018,0.0,,automatic,,white,61700,None reported,25900
Other,limited_model,1995,,,automatic,Gasoline,white,94000,None reported,4500
Jeep,Wrangler Unlimited Sahara,2017,3.6,V6,automatic,Gasoline,grey,128000,None reported,26800
Chevrolet,Camaro 2SS,2018,6.2,V8,8-speed auto,Gasoline,white,26000,None reported,39000
Audi,S6 4.0T,2015,4.0,V8,7-speed auto,Gasoline,blue,74000,None reported,29950
Audi,limited_model,2012,2.5,5Cyl,6-speed manual,Gasoline,white,54900,,28900
INFINITI,QX56 Base,2012,5.6,V8,automatic,Gasoline,white,141775,None reported,11500
Volkswagen,limited_model,2001,2.0,4Cyl,automatic,Gasoline,N/A,63250,None reported,12000
Audi,Q5 S line Premium Plus,2022,2.0,,automatic,Hybrid,grey,13895,None reported,44998
Other,limited_model,2017,6.5,12Cyl,automatic,Gasoline,white,10654,None reported,449991
Ford,F-250 XL,2014,6.2,V8,automatic,E85 Flex Fuel,blue,35900,Damage reported,27900
GMC,Yukon XL Denali,2022,6.2,V8,10-speed auto,Gasoline,white,48306,Damage reported,71999
Audi,A4 2.0T Premium,2012,2.0,4Cyl,8-speed auto,Gasoline,black,125000,None reported,10500
Dodge,limited_model,2016,,,8-speed auto,Gasoline,black,37700,Damage reported,38000
Tesla,Model S P100D,2017,0.0,,automatic,,black,103000,None reported,36000
Mazda,CX-30 Premium Package,2021,2.5,4Cyl,6-speed auto,Gasoline,white,45303,None reported,25382
Lexus,ES 350 Base,2016,3.5,V6,automatic,Gasoline,red,53900,None reported,27500
Jeep,Wrangler Sahara,2008,3.8,V6,automatic,Gasoline,N/A,54000,None reported,20000
Chevrolet,Avalanche 1500 LTZ,2007,6.0,V8,automatic,Gasoline,white,129000,None reported,17950
Jeep,Grand Cherokee L Laredo,2022,3.6,V6,automatic,Gasoline,black,10232,None reported,44646
Acura,limited_model,2023,3.5,,automatic,Gasoline,white,3708,None reported,58998
Nissan,Pathfinder SL,2018,3.5,V6,automatic,Gasoline,black,167000,,14500
Tesla,Model X Long Range,2019,0.0,,automatic,,grey,37000,None reported,58000
Subaru,limited_model,2022,2.0,4Cyl,automatic,Gasoline,white,10419,Damage reported,24998
Audi,limited_model,2014,4.0,V8,automatic,Gasoline,black,96238,Damage reported,22500
Subaru,limited_model,2022,2.4,4Cyl,automatic,Gasoline,white,12700,None reported,38500
Chevrolet,Avalanche 1500 LT,2007,5.3,V8,automatic,E85 Flex Fuel,grey,244000,None reported,16900
Porsche,Cayenne S,2015,3.6,V6,8-speed auto,Gasoline,white,124000,None reported,25000
BMW,335 i,2009,3.0,I6,automatic,Gasoline,N/A,123000,None reported,15000
GMC,limited_model,2022,2.7,4Cyl,8-speed auto,Gasoline,black,24900,None reported,49900
Ford,limited_model,2016,3.5,V6,automatic,Gasoline,black,95500,None reported,20000
Cadillac,Escalade ESV Sport,2021,6.2,V8,10-speed auto,Gasoline,black,4283,None reported,479995
Lexus,LX 570 Three-Row,2021,5.7,V8,automatic,Gasoline,white,48300,None reported,82000
BMW,M3 Base,2008,4.0,V8,6-speed manual,Gasoline,grey,94000,None reported,25999
Nissan,limited_model,2011,4.0,V6,automatic,Gasoline,black,183000,Damage reported,12000
Ford,limited_model,2013,2.0,4Cyl,automatic,Hybrid,silver,126225,Damage reported,11500
Volkswagen,Golf GTI 2.0T SE 4-Door,2016,2.0,4Cyl,6-speed manual,Gasoline,grey,87892,None reported,16000
Cadillac,CTS-V Base,2012,6.2,V8,6-speed auto,Gasoline,red,45000,None reported,41500
Other,limited_model,2022,4.0,V8,8-speed auto,Gasoline,blue,1023,None reported,156900
Lexus,GX 460 Base,2015,4.6,V8,automatic,Gasoline,black,106000,None reported,37500
GMC,Acadia SLT-1,2019,2.5,4Cyl,6-speed auto,Gasoline,black,51300,Damage reported,25500
Ford,Bronco Sport Big Bend,2021,1.5,3Cyl,8-speed auto,Gasoline,black,30176,None reported,28979
Nissan,Titan SV,2021,5.6,V8,9-speed auto,Gasoline,black,27598,None reported,39884
Volkswagen,limited_model,2012,2.5,5Cyl,automatic,Gasoline,black,107000,None reported,9499
Land Rover,Range Rover 5.0L V8 Supercharged,2019,5.0,V8,8-speed auto,Gasoline,black,17500,None reported,65000
RAM,2500 Laramie,2017,6.7,I6,automatic,Diesel,red,117878,None reported,42000
Nissan,Murano SL,2010,3.5,V6,automatic,Gasoline,grey,138700,Damage reported,7000
Cadillac,Escalade ESV Base,2009,6.2,V8,6-speed auto,E85 Flex Fuel,white,152068,Damage reported,12350
BMW,limited_model,2016,2.0,4Cyl,automatic,Gasoline,white,77000,Damage reported,26999
Ford,Focus RS Base,2017,2.3,4Cyl,6-speed manual,Gasoline,grey,26000,None reported,37000
Lexus,CT 200h Premium,2014,1.8,4Cyl,automatic,Hybrid,N/A,131200,None reported,14000
Other,Enclave Leather,2017,3.6,V6,6-speed auto,Gasoline,silver,83280,None reported,20599
BMW,M3 Base,2015,3.0,I6,6-speed manual,Gasoline,grey,59000,None reported,53500
Volkswagen,limited_model,2020,2.0,4Cyl,8-speed auto,Gasoline,silver,15500,None reported,30000
BMW,X6 xDrive35i,2013,3.0,I6,8-speed auto,Gasoline,white,90000,None reported,19950
INFINITI,G35 Base,2006,3.5,V6,automatic,Gasoline,white,94000,Damage reported,10995
Other,H2 Base,2008,6.2,V8,6-speed auto,Gasoline,white,63750,Damage reported,55000
Mercedes-Benz,limited_model,2011,3.0,V6,automatic,Gasoline,black,95500,Damage reported,15990
Acura,ILX Premium Package,2019,2.4,4Cyl,automatic,Gasoline,white,37900,None reported,26000
Porsche,911 GT3,2015,3.8,H6,7-speed auto,Gasoline,N/A,13250,None reported,154900
RAM,1500 Longhorn,2019,5.7,V8,8-speed auto,Gasoline,black,76249,Damage reported,40995
BMW,M3 Base,2001,3.2,I6,6-speed manual,Gasoline,blue,81000,None reported,39000
Chevrolet,Suburban LT,2022,5.3,V8,10-speed auto,Gasoline,black,37806,None reported,60894
Dodge,limited_model,2010,5.7,V8,automatic,Gasoline,N/A,151544,Damage reported,17700
Chevrolet,Camaro 2SS,2012,6.2,V8,6-speed auto,Gasoline,N/A,60345,None reported,26950
Dodge,limited_model,2010,3.5,V6,automatic,Gasoline,grey,90305,None reported,12000
Jeep,Grand Cherokee L Limited,2022,3.6,V6,8-speed auto,Gasoline,red,13275,None reported,42599
Chevrolet,Camaro 2SS,2018,6.2,V8,8-speed auto,Gasoline,white,8660,None reported,45000
Ford,F-350 Lariat,2021,6.7,V8,10-speed auto,Diesel,silver,28220,None reported,73600
Ford,F-250 King Ranch,2015,6.7,V8,6-speed auto,Diesel,black,97700,None reported,39950
Chevrolet,Corvette Stingray w/3LT,2023,6.2,V8,automatic,Gasoline,white,4200,None reported,98000
Other,limited_model,2020,4.0,V8,automatic,Gasoline,N/A,27404,None reported,199991
Other,MKC Reserve,2016,2.0,4Cyl,automatic,Gasoline,white,100000,None reported,24000
Ford,Excursion Limited,2001,7.3,V8,automatic,Diesel,black,333361,Damage reported,17000
Land Rover,Discovery SE,2018,3.0,V6,8-speed auto,Gasoline,blue,63295,None reported,29993
Land Rover,limited_model,2022,5.0,V8,8-speed auto,Gasoline,black,3000,None reported,96500
Chevrolet,Silverado 1500 2LT,2014,5.3,V8,6-speed auto,E85 Flex Fuel,grey,102604,None reported,25500
Mercedes-Benz,AMG G 63 Base,2017,5.5,V8,7-speed auto,Gasoline,white,39800,None reported,99000
Ford,F-250 XLT,2019,6.2,V8,6-speed auto,E85 Flex Fuel,white,124000,None reported,40100
Tesla,limited_model,2022,0.0,,automatic,,black,12080,None reported,36750
Lexus,LX 570 Three-Row,2018,5.7,V8,automatic,Gasoline,black,39300,None reported,69500
INFINITI,QX60 Luxe,2019,3.5,V6,automatic,Gasoline,grey,51000,Damage reported,29000
Other,R1S Adventure Package,2023,0.0,,automatic,,N/A,250,,97500
Land Rover,Range Rover Sport 3.0L Supercharged HSE,2017,3.0,V6,8-speed auto,Gasoline,grey,67000,None reported,35999
INFINITI,QX60 Base,2014,3.5,V6,automatic,Gasoline,white,95400,,14195
Hyundai,Sonata GLS,2013,2.4,4Cyl,6-speed auto,Gasoline,grey,136991,None reported,11000
Toyota,Tundra Limited,2022,3.4,V6,10-speed auto,Gasoline,blue,3959,None reported,55000
Jeep,Grand Cherokee Limited,2020,3.6,V6,automatic,Gasoline,N/A,47500,None reported,31000
Ford,limited_model,2005,6.0,V8,automatic,Diesel,white,176691,Damage reported,13000
Tesla,Model 3 Performance,2021,0.0,,automatic,,red,33000,None reported,55000
Mercedes-Benz,CLS-Class CLS 550,2014,4.7,V8,automatic,Gasoline,black,34600,None reported,27500
RAM,2500 SLT,2014,6.4,V8,automatic,Gasoline,black,84500,None reported,34000
Kia,limited_model,2022,1.6,4Cyl,6-speed auto,Hybrid,black,36100,None reported,37500
Hyundai,Genesis 3.8,2015,3.8,V6,automatic,Gasoline,black,92225,Damage reported,17000
Jeep,Compass Latitude,2020,2.4,4Cyl,9-speed auto,Gasoline,silver,17500,None reported,25695
Ford,Fusion SE,2011,2.5,4Cyl,6-speed auto,Gasoline,black,114323,None reported,6000
Toyota,FJ Cruiser Base,2014,4.0,V6,automatic,Gasoline,N/A,92000,None reported,27500
BMW,limited_model,2018,2.0,,automatic,Gasoline,black,29025,None reported,29998
Dodge,Durango SRT 392,2021,6.4,V8,automatic,Gasoline,blue,17000,None reported,65000
Hyundai,limited_model,2015,3.3,V6,6-speed auto,Gasoline,white,96476,None reported,13000
Volkswagen,limited_model,2021,3.6,V6,8-speed auto,Gasoline,black,36311,None reported,39127
Land Rover,Range Rover Sport 5.0L Supercharged Dynamic,2016,5.0,V8,automatic,Gasoline,silver,56842,None reported,35000
Nissan,Murano SV,2021,3.5,V6,automatic,Gasoline,N/A,23677,None reported,29510
Other,Envision Essence,2020,2.5,4Cyl,6-speed auto,Gasoline,white,27340,None reported,31700
Chevrolet,Silverado 1500 RST,2020,5.3,V8,automatic,Gasoline,grey,26177,,41986
Other,Solstice GXP,2009,2.0,4Cyl,automatic,Gasoline,red,122348,Damage reported,10000
BMW,limited_model,2015,3.0,I6,automatic,Gasoline,black,98000,None reported,22500
Tesla,Model 3 Standard Range Plus,2019,0.0,,automatic,,black,32300,None reported,29000
Other,limited_model,2019,2.0,4Cyl,automatic,Gasoline,red,18997,None reported,26750
Porsche,limited_model,2016,3.4,H6,7-speed auto,Gasoline,grey,40350,None reported,67995
Ford,limited_model,2011,5.4,V8,6-speed auto,E85 Flex Fuel,black,156856,None reported,14300
Other,limited_model,2022,,12Cyl,8-speed auto,Gasoline,N/A,1919,None reported,289991
BMW,X5 M Base,2017,4.4,V8,automatic,Gasoline,grey,61773,None reported,46000
Ford,Mustang GT Premium,2011,5.0,V8,6-speed manual,Gasoline,black,74500,None reported,22000
Jeep,Compass Sport,2016,2.4,4Cyl,6-speed auto,Gasoline,white,99000,Damage reported,5000
INFINITI,limited_model,2008,3.7,V6,6-speed manual,Gasoline,black,63496,None reported,15000
Ford,F-150 XLT,2022,3.5,V6,10-speed auto,Gasoline,black,18465,None reported,47500
Porsche,911 Carrera 4S,2007,3.8,H6,automatic,Gasoline,blue,42635,None reported,72995
INFINITI,G35 Base,2005,3.5,V6,6-speed manual,Gasoline,silver,99000,None reported,18900
Other,300C Base,2013,3.6,V6,8-speed auto,Gasoline,white,87500,None reported,13750
Toyota,Camry Solara SLE,2007,3.3,V6,automatic,Gasoline,white,138000,None reported,6800
Lexus,IS 300 Base,2018,3.5,V6,automatic,Gasoline,white,70891,None reported,28995
Other,limited_model,2020,3.6,V6,9-speed auto,Gasoline,red,55403,Damage reported,29444
BMW,M4 Competition xDrive,2022,3.0,I6,8-speed auto,Gasoline,black,3213,None reported,89995
Other,limited_model,2005,6.0,V8,6-speed manual,Gasoline,red,142314,Damage reported,21999
Toyota,FJ Cruiser Base,2013,4.0,V6,automatic,Gasoline,blue,53000,None reported,36740
Hyundai,Elantra SE,2014,1.8,4Cyl,automatic,Gasoline,blue,120250,None reported,7500
Porsche,Macan S,2015,3.0,V6,7-speed auto,Gasoline,silver,72329,None reported,29500
Other,H3 Base,2007,3.7,5Cyl,automatic,Gasoline,N/A,153692,None reported,9995
Tesla,Model 3 Long Range,2021,0.0,,automatic,,white,32670,None reported,37000
Ford,Transit-350 Base,2018,3.7,V6,automatic,Gasoline,white,235000,,18000
Other,limited_model,2022,0.0,,automatic,,grey,8681,None reported,82000
Audi,S4 3.0 Prestige,2012,3.0,V6,7-speed auto,Gasoline,white,98400,None reported,18000
Toyota,4Runner SR5 Premium,2023,4.0,V6,automatic,Gasoline,white,1400,None reported,46500
Tesla,limited_model,2018,0.0,,automatic,,black,32000,None reported,29999
Ford,limited_model,1997,5.8,V8,automatic,Gasoline,white,92800,None reported,9000
Mercedes-Benz,G-Class G 550 4MATIC,2021,4.0,V8,automatic,Gasoline,black,75151,None reported,130000
Subaru,limited_model,2008,2.5,4Cyl,6-speed manual,Gasoline,grey,94000,None reported,12500
Mercedes-Benz,E-Class E 350,2014,3.5,V6,7-speed auto,Gasoline,silver,67350,Damage reported,18700
BMW,M3 Base,2001,3.2,I6,6-speed manual,Gasoline,red,66500,None reported,21000
Mercedes-Benz,limited_model,2014,1.8,4Cyl,7-speed auto,Gasoline,white,70612,None reported,14500
Toyota,limited_model,2007,3.5,V6,automatic,Gasoline,silver,112630,Damage reported,11500
Dodge,limited_model,2014,3.6,V6,automatic,E85 Flex Fuel,black,124705,None reported,6499
BMW,M240 i,2018,3.0,I6,6-speed manual,Gasoline,blue,61000,Damage reported,34000
RAM,limited_model,2017,6.7,I6,6-speed auto,Diesel,white,157272,Damage reported,32999
Mercedes-Benz,GL-Class GL 450 4MATIC,2015,3.0,V6,7-speed auto,Gasoline,blue,84000,None reported,20399
Jeep,Gladiator Rubicon,2020,3.6,V6,automatic,Gasoline,red,27981,None reported,47500
Other,Continental GT Base,2009,6.0,12Cyl,automatic,Gasoline,blue,18000,None reported,63000
Tesla,Model 3 Long Range,2019,0.0,,automatic,,red,27123,None reported,38200
Chevrolet,Corvette Stingray w/2LT,2021,6.2,V8,automatic,Gasoline,silver,3053,None reported,83900
Audi,limited_model,2015,3.0,V6,automatic,Gasoline,black,60251,Damage reported,19000
Mazda,limited_model,2021,2.0,4Cyl,6-speed manual,Gasoline,grey,5093,None reported,28000
Other,limited_model,2018,6.0,12Cyl,8-speed auto,Gasoline,white,31875,None reported,115785
Mercedes-Benz,limited_model,2005,5.0,V8,automatic,Gasoline,white,175722,None reported,7000
BMW,M6 Base,2015,4.4,V8,automatic,Gasoline,black,17900,None reported,59900
GMC,Yukon SLT,2015,5.3,V8,6-speed auto,Gasoline,white,142792,None reported,22999
BMW,limited_model,2001,5.4,12Cyl,automatic,Gasoline,grey,53814,,11800
Toyota,Tundra Limited,2010,5.7,V8,automatic,Gasoline,white,89400,None reported,26900
